library,code,name,Lab_L,Lab_a,Lab_b,C,M,Y,K,R,G,B
CMYK,PANTONE P 58-4 C,,59.21568627450981,36,22,,,,,,,
CMYK,PANTONE P 58-5 C,,53.333333333333336,44,25,,,,,,,
CMYK,PANTONE P 58-6 C,,48.627450980392155,48,26,,,,,,,
CMYK,PANTONE P 58-7 C,,43.92156862745098,56,28,,,,,,,
CMYK,PANTONE P 58-8 C,,41.96078431372549,58,30,,,,,,,
CMYK,PANTONE P 58-9 C,,86.27450980392157,7,5,,,,,,,
CMYK,PANTONE P 58-10 C,,78.43137254901961,12,8,,,,,,,
CMYK,PANTONE P 58-11 C,,70.58823529411765,18,13,,,,,,,
CMYK,PANTONE P 58-12 C,,63.52941176470588,23,16,,,,,,,
CMYK,PANTONE P 58-13 C,,56.86274509803921,30,19,,,,,,,
CMYK,PANTONE P 58-14 C,,49.411764705882355,35,20,,,,,,,
CMYK,PANTONE P 58-15 C,,41.96078431372549,43,22,,,,,,,
CMYK,PANTONE P 58-16 C,,35.294117647058826,49,24,,,,,,,
CMYK,PANTONE P 59-1 C,,79.6078431372549,20,10,,,,,,,
CMYK,PANTONE P 59-2 C,,74.90196078431373,26,13,,,,,,,
CMYK,PANTONE P 59-3 C,,69.41176470588235,34,15,,,,,,,
CMYK,PANTONE P 59-4 C,,65.49019607843137,40,17,,,,,,,
CMYK,PANTONE P 59-5 C,,60.0,49,20,,,,,,,
CMYK,PANTONE P 59-6 C,,54.509803921568626,59,21,,,,,,,
CMYK,PANTONE P 59-7 C,,50.98039215686274,66,23,,,,,,,
CMYK,PANTONE P 59-8 C,,48.627450980392155,71,24,,,,,,,
CMYK,PANTONE P 59-9 C,,71.37254901960785,26,13,,,,,,,
CMYK,PANTONE P 59-10 C,,67.05882352941175,33,15,,,,,,,
CMYK,PANTONE P 59-11 C,,62.35294117647059,38,16,,,,,,,
CMYK,PANTONE P 59-12 C,,58.03921568627452,46,18,,,,,,,
CMYK,PANTONE P 59-13 C,,53.72549019607843,52,19,,,,,,,
CMYK,PANTONE P 59-14 C,,49.411764705882355,59,20,,,,,,,
CMYK,PANTONE P 59-15 C,,47.05882352941176,64,21,,,,,,,
CMYK,PANTONE P 59-16 C,,45.490196078431374,67,22,,,,,,,
CMYK,PANTONE P 60-1 C,,89.01960784313725,6,4,,,,,,,
CMYK,PANTONE P 60-2 C,,82.74509803921568,12,7,,,,,,,
CMYK,PANTONE P 60-3 C,,75.68627450980392,19,12,,,,,,,
CMYK,PANTONE P 60-4 C,,68.62745098039215,27,16,,,,,,,
CMYK,PANTONE P 60-5 C,,61.1764705882353,35,19,,,,,,,
CMYK,PANTONE P 60-6 C,,53.333333333333336,46,23,,,,,,,
CMYK,PANTONE P 60-7 C,,46.27450980392157,56,26,,,,,,,
CMYK,PANTONE P 60-8 C,,41.568627450980394,62,29,,,,,,,
CMYK,PANTONE P 60-9 C,,62.35294117647059,30,16,,,,,,,
CMYK,PANTONE P 60-10 C,,59.6078431372549,33,17,,,,,,,
CMYK,PANTONE P 60-11 C,,56.470588235294116,37,19,,,,,,,
CMYK,PANTONE P 60-12 C,,51.76470588235295,42,21,,,,,,,
CMYK,PANTONE P 60-13 C,,48.23529411764706,46,21,,,,,,,
CMYK,PANTONE P 60-14 C,,45.09803921568628,51,23,,,,,,,
CMYK,PANTONE P 60-15 C,,40.78431372549019,57,24,,,,,,,
CMYK,PANTONE P 60-16 C,,38.82352941176471,58,26,,,,,,,
CMYK,PANTONE P 61-1 C,,66.66666666666666,21,14,,,,,,,
CMYK,PANTONE P 61-2 C,,62.35294117647059,25,15,,,,,,,
CMYK,PANTONE P 61-3 C,,58.82352941176471,28,16,,,,,,,
CMYK,PANTONE P 61-4 C,,54.11764705882353,32,17,,,,,,,
CMYK,PANTONE P 61-5 C,,48.627450980392155,37,17,,,,,,,
CMYK,PANTONE P 61-6 C,,44.31372549019608,42,17,,,,,,,
CMYK,PANTONE P 61-7 C,,40.0,47,17,,,,,,,
CMYK,PANTONE P 61-8 C,,36.07843137254902,51,17,,,,,,,
CMYK,PANTONE P 61-9 C,,82.35294117647058,8,6,,,,,,,
CMYK,PANTONE P 61-10 C,,75.68627450980392,12,9,,,,,,,
CMYK,PANTONE P 61-11 C,,68.23529411764706,16,12,,,,,,,
CMYK,PANTONE P 61-12 C,,60.78431372549019,22,14,,,,,,,
CMYK,PANTONE P 61-13 C,,53.72549019607843,27,16,,,,,,,
CMYK,PANTONE P 61-14 C,,47.45098039215686,33,17,,,,,,,
CMYK,PANTONE P 61-15 C,,40.0,39,16,,,,,,,
CMYK,PANTONE P 61-16 C,,31.76470588235294,44,15,,,,,,,
CMYK,PANTONE P 62-1 C,,83.92156862745098,14,9,,,,,,,
CMYK,PANTONE P 62-2 C,,80.0,19,12,,,,,,,
CMYK,PANTONE P 62-3 C,,75.29411764705883,25,14,,,,,,,
CMYK,PANTONE P 62-4 C,,69.80392156862744,33,17,,,,,,,
CMYK,PANTONE P 62-5 C,,64.70588235294117,41,20,,,,,,,
CMYK,PANTONE P 62-6 C,,58.43137254901961,51,23,,,,,,,
CMYK,PANTONE P 62-7 C,,53.333333333333336,62,22,,,,,,,
CMYK,PANTONE P 62-8 C,,49.80392156862745,69,24,,,,,,,
CMYK,PANTONE P 62-9 C,,77.25490196078432,19,11,,,,,,,
CMYK,PANTONE P 62-10 C,,72.54901960784314,23,14,,,,,,,
CMYK,PANTONE P 62-11 C,,67.45098039215686,30,14,,,,,,,
CMYK,PANTONE P 62-12 C,,63.52941176470588,35,17,,,,,,,
CMYK,PANTONE P 62-13 C,,58.03921568627452,43,19,,,,,,,
CMYK,PANTONE P 62-14 C,,53.72549019607843,49,19,,,,,,,
CMYK,PANTONE P 62-15 C,,49.411764705882355,57,20,,,,,,,
CMYK,PANTONE P 62-16 C,,46.27450980392157,62,20,,,,,,,
CMYK,PANTONE P 63-1 C,,77.64705882352942,15,8,,,,,,,
CMYK,PANTONE P 63-2 C,,72.15686274509804,20,9,,,,,,,
CMYK,PANTONE P 63-3 C,,66.66666666666666,26,12,,,,,,,
CMYK,PANTONE P 63-4 C,,60.78431372549019,32,13,,,,,,,
CMYK,PANTONE P 63-5 C,,54.90196078431373,38,15,,,,,,,
CMYK,PANTONE P 63-6 C,,49.01960784313725,46,16,,,,,,,
CMYK,PANTONE P 63-7 C,,43.529411764705884,54,16,,,,,,,
CMYK,PANTONE P 63-8 C,,40.0,59,17,,,,,,,
CMYK,PANTONE P 63-9 C,,59.21568627450981,29,12,,,,,,,
CMYK,PANTONE P 63-10 C,,55.68627450980392,32,13,,,,,,,
CMYK,PANTONE P 63-11 C,,51.76470588235295,36,13,,,,,,,
CMYK,PANTONE P 63-12 C,,48.23529411764706,40,14,,,,,,,
CMYK,PANTONE P 63-13 C,,44.70588235294118,42,14,,,,,,,
CMYK,PANTONE P 63-14 C,,40.78431372549019,47,14,,,,,,,
CMYK,PANTONE P 63-15 C,,37.64705882352941,50,14,,,,,,,
CMYK,PANTONE P 63-16 C,,36.470588235294116,53,14,,,,,,,
CMYK,PANTONE P 64-1 C,,77.25490196078432,14,4,,,,,,,
CMYK,PANTONE P 64-2 C,,69.80392156862744,18,7,,,,,,,
CMYK,PANTONE P 64-3 C,,62.745098039215684,24,8,,,,,,,
CMYK,PANTONE P 64-4 C,,55.68627450980392,30,8,,,,,,,
CMYK,PANTONE P 64-5 C,,51.76470588235295,32,10,,,,,,,
CMYK,PANTONE P 64-6 C,,47.05882352941176,37,10,,,,,,,
CMYK,PANTONE P 64-7 C,,40.3921568627451,41,10,,,,,,,
CMYK,PANTONE P 64-8 C,,35.294117647058826,44,8,,,,,,,
CMYK,PANTONE P 64-9 C,,84.31372549019608,8,2,,,,,,,
CMYK,PANTONE P 64-10 C,,74.90196078431373,13,4,,,,,,,
CMYK,PANTONE P 64-11 C,,65.09803921568627,19,6,,,,,,,
CMYK,PANTONE P 64-12 C,,56.86274509803921,25,8,,,,,,,
CMYK,PANTONE P 64-13 C,,50.98039215686274,29,9,,,,,,,
CMYK,PANTONE P 64-14 C,,45.09803921568628,32,9,,,,,,,
CMYK,PANTONE P 64-15 C,,36.470588235294116,35,8,,,,,,,
CMYK,PANTONE P 64-16 C,,30.19607843137255,36,7,,,,,,,
CMYK,PANTONE P 65-1 C,,89.01960784313725,8,3,,,,,,,
CMYK,PANTONE P 65-2 C,,84.70588235294117,14,5,,,,,,,
CMYK,PANTONE P 65-3 C,,78.43137254901961,22,7,,,,,,,
CMYK,PANTONE P 65-4 C,,71.37254901960785,31,9,,,,,,,
CMYK,PANTONE P 65-5 C,,65.49019607843137,40,12,,,,,,,
CMYK,PANTONE P 65-6 C,,58.03921568627452,53,15,,,,,,,
CMYK,PANTONE P 65-7 C,,52.54901960784314,63,17,,,,,,,
CMYK,PANTONE P 65-8 C,,48.627450980392155,71,19,,,,,,,
CMYK,PANTONE P 65-9 C,,79.2156862745098,13,4,,,,,,,
CMYK,PANTONE P 65-10 C,,72.94117647058823,18,6,,,,,,,
CMYK,PANTONE P 65-11 C,,66.27450980392156,24,7,,,,,,,
CMYK,PANTONE P 65-12 C,,59.21568627450981,31,9,,,,,,,
CMYK,PANTONE P 65-13 C,,53.333333333333336,37,10,,,,,,,
CMYK,PANTONE P 65-14 C,,47.45098039215686,44,11,,,,,,,
CMYK,PANTONE P 65-15 C,,41.568627450980394,50,12,,,,,,,
CMYK,PANTONE P 65-16 C,,36.86274509803922,55,13,,,,,,,
CMYK,PANTONE P 66-1 C,,84.70588235294117,8,2,,,,,,,
CMYK,PANTONE P 66-2 C,,77.25490196078432,12,4,,,,,,,
CMYK,PANTONE P 66-3 C,,69.80392156862744,18,5,,,,,,,
CMYK,PANTONE P 66-4 C,,62.745098039215684,23,7,,,,,,,
CMYK,PANTONE P 66-5 C,,56.07843137254902,29,9,,,,,,,
CMYK,PANTONE P 66-6 C,,49.411764705882355,34,9,,,,,,,
CMYK,PANTONE P 66-7 C,,41.568627450980394,42,10,,,,,,,
CMYK,PANTONE P 66-8 C,,33.72549019607843,48,11,,,,,,,
CMYK,PANTONE P 66-9 C,,81.17647058823529,9,2,,,,,,,
CMYK,PANTONE P 66-10 C,,74.50980392156863,13,4,,,,,,,
CMYK,PANTONE P 66-11 C,,66.66666666666666,18,5,,,,,,,
CMYK,PANTONE P 66-12 C,,60.0,22,7,,,,,,,
CMYK,PANTONE P 66-13 C,,53.333333333333336,27,7,,,,,,,
CMYK,PANTONE P 66-14 C,,45.88235294117647,32,8,,,,,,,
CMYK,PANTONE P 66-15 C,,37.64705882352941,38,9,,,,,,,
CMYK,PANTONE P 66-16 C,,29.80392156862745,41,9,,,,,,,
CMYK,PANTONE P 67-1 C,,74.50980392156863,10,3,,,,,,,
CMYK,PANTONE P 67-2 C,,70.19607843137254,11,3,,,,,,,
CMYK,PANTONE P 67-3 C,,66.66666666666666,13,4,,,,,,,
CMYK,PANTONE P 67-4 C,,62.35294117647059,16,3,,,,,,,
CMYK,PANTONE P 67-5 C,,58.82352941176471,18,3,,,,,,,
CMYK,PANTONE P 67-6 C,,55.68627450980392,20,4,,,,,,,
CMYK,PANTONE P 67-7 C,,52.54901960784314,22,3,,,,,,,
CMYK,PANTONE P 67-8 C,,49.80392156862745,27,3,,,,,,,
CMYK,PANTONE P 67-9 C,,48.627450980392155,23,4,,,,,,,
CMYK,PANTONE P 67-10 C,,46.666666666666664,22,4,,,,,,,
CMYK,PANTONE P 67-11 C,,44.31372549019608,20,4,,,,,,,
CMYK,PANTONE P 67-12 C,,41.568627450980394,20,3,,,,,,,
CMYK,PANTONE P 67-13 C,,39.21568627450981,18,3,,,,,,,
CMYK,PANTONE P 67-14 C,,36.470588235294116,17,3,,,,,,,
CMYK,PANTONE P 67-15 C,,32.94117647058823,15,3,,,,,,,
CMYK,PANTONE P 67-16 C,,29.80392156862745,14,3,,,,,,,
CMYK,PANTONE P 68-1 C,,80.7843137254902,19,4,,,,,,,
CMYK,PANTONE P 68-2 C,,76.86274509803923,24,5,,,,,,,
CMYK,PANTONE P 68-3 C,,72.15686274509804,31,6,,,,,,,
CMYK,PANTONE P 68-4 C,,67.45098039215686,37,8,,,,,,,
CMYK,PANTONE P 68-5 C,,62.35294117647059,46,10,,,,,,,
CMYK,PANTONE P 68-6 C,,57.25490196078431,55,11,,,,,,,
CMYK,PANTONE P 68-7 C,,52.54901960784314,64,12,,,,,,,
CMYK,PANTONE P 68-8 C,,49.80392156862745,70,12,,,,,,,
CMYK,PANTONE P 68-9 C,,76.86274509803923,21,3,,,,,,,
CMYK,PANTONE P 68-10 C,,72.54901960784314,26,4,,,,,,,
CMYK,PANTONE P 68-11 C,,67.84313725490196,32,6,,,,,,,
CMYK,PANTONE P 68-12 C,,63.52941176470588,38,8,,,,,,,
CMYK,PANTONE P 68-13 C,,57.647058823529406,46,9,,,,,,,
CMYK,PANTONE P 68-14 C,,53.333333333333336,53,10,,,,,,,
CMYK,PANTONE P 68-15 C,,49.411764705882355,59,11,,,,,,,
CMYK,PANTONE P 68-16 C,,46.666666666666664,64,11,,,,,,,
CMYK,PANTONE P 69-1 C,,65.09803921568627,31,4,,,,,,,
CMYK,PANTONE P 69-2 C,,61.96078431372549,35,5,,,,,,,
CMYK,PANTONE P 69-3 C,,57.647058823529406,41,6,,,,,,,
CMYK,PANTONE P 69-4 C,,52.94117647058824,46,7,,,,,,,
CMYK,PANTONE P 69-5 C,,49.411764705882355,51,8,,,,,,,
CMYK,PANTONE P 69-6 C,,46.666666666666664,55,9,,,,,,,
CMYK,PANTONE P 69-7 C,,43.92156862745098,60,9,,,,,,,
CMYK,PANTONE P 69-8 C,,41.96078431372549,61,10,,,,,,,
CMYK,PANTONE P 69-9 C,,81.17647058823529,13,2,,,,,,,
CMYK,PANTONE P 69-10 C,,74.90196078431373,18,2,,,,,,,
CMYK,PANTONE P 69-11 C,,68.23529411764706,25,4,,,,,,,
CMYK,PANTONE P 69-12 C,,61.568627450980394,31,4,,,,,,,
CMYK,PANTONE P 69-13 C,,55.68627450980392,38,6,,,,,,,
CMYK,PANTONE P 69-14 C,,49.80392156862745,45,6,,,,,,,
CMYK,PANTONE P 69-15 C,,43.92156862745098,53,8,,,,,,,
CMYK,PANTONE P 69-16 C,,39.6078431372549,56,8,,,,,,,
CMYK,PANTONE P 70-1 C,,65.88235294117646,22,3,,,,,,,
CMYK,PANTONE P 70-2 C,,61.96078431372549,27,3,,,,,,,
CMYK,PANTONE P 70-3 C,,58.03921568627452,30,4,,,,,,,
CMYK,PANTONE P 70-4 C,,53.72549019607843,33,5,,,,,,,
CMYK,PANTONE P 70-5 C,,49.80392156862745,38,6,,,,,,,
CMYK,PANTONE P 70-6 C,,45.88235294117647,41,6,,,,,,,
CMYK,PANTONE P 70-7 C,,40.78431372549019,46,6,,,,,,,
CMYK,PANTONE P 70-8 C,,37.64705882352941,48,7,,,,,,,
CMYK,PANTONE P 70-9 C,,58.82352941176471,24,3,,,,,,,
CMYK,PANTONE P 70-10 C,,55.68627450980392,27,3,,,,,,,
CMYK,PANTONE P 70-11 C,,52.94117647058824,29,4,,,,,,,
CMYK,PANTONE P 70-12 C,,49.411764705882355,32,5,,,,,,,
CMYK,PANTONE P 70-13 C,,45.09803921568628,35,6,,,,,,,
CMYK,PANTONE P 70-14 C,,41.17647058823529,37,5,,,,,,,
CMYK,PANTONE P 70-15 C,,36.86274509803922,41,5,,,,,,,
CMYK,PANTONE P 70-16 C,,32.15686274509804,42,6,,,,,,,
CMYK,PANTONE P 71-1 C,,88.23529411764706,10,1,,,,,,,
CMYK,PANTONE P 71-2 C,,83.13725490196079,16,1,,,,,,,
CMYK,PANTONE P 71-3 C,,76.86274509803923,25,0,,,,,,,
CMYK,PANTONE P 71-4 C,,70.19607843137254,35,1,,,,,,,
CMYK,PANTONE P 71-5 C,,63.921568627450974,45,4,,,,,,,
CMYK,PANTONE P 71-6 C,,56.07843137254902,58,5,,,,,,,
CMYK,PANTONE P 71-7 C,,51.37254901960784,67,8,,,,,,,
CMYK,PANTONE P 71-8 C,,47.84313725490196,74,10,,,,,,,
CMYK,PANTONE P 71-9 C,,88.23529411764706,7,1,,,,,,,
CMYK,PANTONE P 71-10 C,,81.56862745098039,14,0,,,,,,,
CMYK,PANTONE P 71-11 C,,74.11764705882354,21,0,,,,,,,
CMYK,PANTONE P 71-12 C,,66.27450980392156,30,1,,,,,,,
CMYK,PANTONE P 71-13 C,,58.82352941176471,39,3,,,,,,,
CMYK,PANTONE P 71-14 C,,50.588235294117645,49,4,,,,,,,
CMYK,PANTONE P 71-15 C,,44.70588235294118,57,6,,,,,,,
CMYK,PANTONE P 71-16 C,,40.3921568627451,62,7,,,,,,,
CMYK,PANTONE P 72-1 C,,85.49019607843137,9,0,,,,,,,
CMYK,PANTONE P 72-2 C,,78.43137254901961,15,0,,,,,,,
CMYK,PANTONE P 72-3 C,,70.98039215686275,22,1,,,,,,,
CMYK,PANTONE P 72-4 C,,63.52941176470588,29,1,,,,,,,
CMYK,PANTONE P 72-5 C,,57.647058823529406,34,2,,,,,,,
CMYK,PANTONE P 72-6 C,,50.588235294117645,42,3,,,,,,,
CMYK,PANTONE P 72-7 C,,42.745098039215684,51,4,,,,,,,
CMYK,PANTONE P 72-8 C,,37.254901960784316,56,6,,,,,,,
CMYK,PANTONE P 72-9 C,,81.56862745098039,10,0,,,,,,,
CMYK,PANTONE P 72-10 C,,75.29411764705883,16,0,,,,,,,
CMYK,PANTONE P 72-11 C,,67.45098039215686,22,0,,,,,,,
CMYK,PANTONE P 72-12 C,,60.78431372549019,27,1,,,,,,,
CMYK,PANTONE P 72-13 C,,55.294117647058826,32,1,,,,,,,
CMYK,PANTONE P 72-14 C,,48.23529411764706,38,3,,,,,,,
CMYK,PANTONE P 72-15 C,,39.6078431372549,45,3,,,,,,,
CMYK,PANTONE P 72-16 C,,32.15686274509804,50,5,,,,,,,
CMYK,PANTONE P 73-1 C,,87.05882352941177,12,-1,,,,,,,
CMYK,PANTONE P 73-2 C,,83.13725490196079,16,0,,,,,,,
CMYK,PANTONE P 73-3 C,,78.03921568627452,24,-1,,,,,,,
CMYK,PANTONE P 73-4 C,,71.76470588235294,33,-2,,,,,,,
CMYK,PANTONE P 73-5 C,,66.27450980392156,41,-1,,,,,,,
CMYK,PANTONE P 73-6 C,,58.43137254901961,54,0,,,,,,,
CMYK,PANTONE P 73-7 C,,52.54901960784314,65,1,,,,,,,
CMYK,PANTONE P 73-8 C,,47.84313725490196,75,4,,,,,,,
CMYK,PANTONE P 73-9 C,,84.70588235294117,13,0,,,,,,,
CMYK,PANTONE P 73-10 C,,79.2156862745098,19,-1,,,,,,,
CMYK,PANTONE P 73-11 C,,74.50980392156863,25,-1,,,,,,,
CMYK,PANTONE P 73-12 C,,67.45098039215686,34,-1,,,,,,,
CMYK,PANTONE P 73-13 C,,61.96078431372549,41,-1,,,,,,,
CMYK,PANTONE P 73-14 C,,54.90196078431373,51,0,,,,,,,
CMYK,PANTONE P 73-15 C,,48.627450980392155,61,1,,,,,,,
CMYK,PANTONE P 73-16 C,,43.92156862745098,68,3,,,,,,,
CMYK,PANTONE P 74-1 C,,74.90196078431373,17,-1,,,,,,,
CMYK,PANTONE P 74-2 C,,70.58823529411765,20,-1,,,,,,,
CMYK,PANTONE P 74-3 C,,65.88235294117646,25,-1,,,,,,,
CMYK,PANTONE P 74-4 C,,60.0,31,-1,,,,,,,
CMYK,PANTONE P 74-5 C,,54.509803921568626,37,-1,,,,,,,
CMYK,PANTONE P 74-6 C,,48.627450980392155,44,-1,,,,,,,
CMYK,PANTONE P 74-7 C,,43.92156862745098,50,-1,,,,,,,
CMYK,PANTONE P 74-8 C,,38.03921568627451,58,1,,,,,,,
CMYK,PANTONE P 74-9 C,,66.27450980392156,18,-1,,,,,,,
CMYK,PANTONE P 74-10 C,,61.96078431372549,20,-1,,,,,,,
CMYK,PANTONE P 74-11 C,,56.470588235294116,24,-2,,,,,,,
CMYK,PANTONE P 74-12 C,,52.94117647058824,28,-1,,,,,,,
CMYK,PANTONE P 74-13 C,,46.666666666666664,31,-1,,,,,,,
CMYK,PANTONE P 74-14 C,,40.78431372549019,36,-1,,,,,,,
CMYK,PANTONE P 74-15 C,,33.72549019607843,40,0,,,,,,,
CMYK,PANTONE P 74-16 C,,28.627450980392155,43,0,,,,,,,
CMYK,PANTONE P 75-1 C,,95.68627450980392,1,-1,,,,,,,
CMYK,PANTONE P 75-2 C,,91.37254901960785,7,-2,,,,,,,
CMYK,PANTONE P 75-3 C,,85.88235294117646,14,-3,,,,,,,
CMYK,PANTONE P 75-4 C,,79.2156862745098,23,-4,,,,,,,
CMYK,PANTONE P 75-5 C,,70.98039215686275,35,-5,,,,,,,
CMYK,PANTONE P 75-6 C,,63.52941176470588,47,-5,,,,,,,
CMYK,PANTONE P 75-7 C,,55.294117647058826,61,-4,,,,,,,
CMYK,PANTONE P 75-8 C,,48.627450980392155,75,-2,,,,,,,
CMYK,PANTONE P 75-9 C,,93.33333333333333,3,-1,,,,,,,
CMYK,PANTONE P 75-10 C,,87.84313725490196,9,-2,,,,,,,
CMYK,PANTONE P 75-11 C,,81.17647058823529,17,-4,,,,,,,
CMYK,PANTONE P 75-12 C,,73.72549019607844,26,-5,,,,,,,
CMYK,PANTONE P 75-13 C,,65.88235294117646,35,-5,,,,,,,
CMYK,PANTONE P 75-14 C,,57.647058823529406,46,-5,,,,,,,
CMYK,PANTONE P 75-15 C,,49.80392156862745,59,-4,,,,,,,
CMYK,PANTONE P 75-16 C,,44.31372549019608,68,-3,,,,,,,
CMYK,PANTONE P 76-1 C,,88.23529411764706,8,-2,,,,,,,
CMYK,PANTONE P 76-2 C,,82.35294117647058,13,-3,,,,,,,
CMYK,PANTONE P 76-3 C,,75.68627450980392,20,-4,,,,,,,
CMYK,PANTONE P 76-4 C,,68.62745098039215,27,-5,,,,,,,
CMYK,PANTONE P 76-5 C,,60.78431372549019,35,-5,,,,,,,
CMYK,PANTONE P 76-6 C,,53.333333333333336,45,-4,,,,,,,
CMYK,PANTONE P 76-7 C,,45.88235294117647,55,-4,,,,,,,
CMYK,PANTONE P 76-8 C,,40.3921568627451,63,-3,,,,,,,
CMYK,PANTONE P 76-9 C,,90.98039215686275,5,-2,,,,,,,
CMYK,PANTONE P 76-10 C,,83.92156862745098,10,-3,,,,,,,
CMYK,PANTONE P 76-11 C,,76.47058823529412,16,-3,,,,,,,
CMYK,PANTONE P 76-12 C,,69.01960784313725,23,-4,,,,,,,
CMYK,PANTONE P 76-13 C,,60.3921568627451,31,-5,,,,,,,
CMYK,PANTONE P 76-14 C,,53.333333333333336,38,-4,,,,,,,
CMYK,PANTONE P 76-15 C,,45.490196078431374,47,-4,,,,,,,
CMYK,PANTONE P 76-16 C,,36.470588235294116,57,-3,,,,,,,
CMYK,PANTONE P 77-1 C,,89.01960784313725,5,-2,,,,,,,
CMYK,PANTONE P 77-2 C,,80.7843137254902,11,-3,,,,,,,
CMYK,PANTONE P 77-3 C,,72.54901960784314,17,-4,,,,,,,
CMYK,PANTONE P 77-4 C,,64.31372549019608,23,-5,,,,,,,
CMYK,PANTONE P 77-5 C,,56.470588235294116,29,-5,,,,,,,
CMYK,PANTONE P 77-6 C,,49.01960784313725,35,-5,,,,,,,
CMYK,PANTONE P 77-7 C,,39.6078431372549,43,-5,,,,,,,
CMYK,PANTONE P 77-8 C,,30.980392156862745,48,-4,,,,,,,
CMYK,PANTONE P 77-9 C,,84.70588235294117,8,-2,,,,,,,
CMYK,PANTONE P 77-10 C,,76.47058823529412,12,-3,,,,,,,
CMYK,PANTONE P 77-11 C,,68.23529411764706,17,-4,,,,,,,
CMYK,PANTONE P 77-12 C,,60.78431372549019,23,-5,,,,,,,
CMYK,PANTONE P 77-13 C,,53.333333333333336,28,-5,,,,,,,
CMYK,PANTONE P 77-14 C,,44.70588235294118,33,-5,,,,,,,
CMYK,PANTONE P 77-15 C,,34.11764705882353,39,-4,,,,,,,
CMYK,PANTONE P 77-16 C,,26.666666666666668,41,-3,,,,,,,
CMYK,PANTONE P 78-1 C,,77.64705882352942,9,0,,,,,,,
CMYK,PANTONE P 78-2 C,,72.54901960784314,11,1,,,,,,,
CMYK,PANTONE P 78-3 C,,67.84313725490196,14,1,,,,,,,
CMYK,PANTONE P 78-4 C,,63.52941176470588,16,1,,,,,,,
CMYK,PANTONE P 78-5 C,,59.21568627450981,19,2,,,,,,,
CMYK,PANTONE P 78-6 C,,55.68627450980392,22,2,,,,,,,
CMYK,PANTONE P 78-7 C,,50.98039215686274,24,2,,,,,,,
CMYK,PANTONE P 78-8 C,,47.84313725490196,28,2,,,,,,,
CMYK,PANTONE P 78-9 C,,45.490196078431374,26,0,,,,,,,
CMYK,PANTONE P 78-10 C,,43.529411764705884,25,0,,,,,,,
CMYK,PANTONE P 78-11 C,,41.568627450980394,24,0,,,,,,,
CMYK,PANTONE P 78-12 C,,39.21568627450981,23,0,,,,,,,
CMYK,PANTONE P 78-13 C,,36.86274509803922,22,0,,,,,,,
CMYK,PANTONE P 78-14 C,,34.11764705882353,21,-1,,,,,,,
CMYK,PANTONE P 78-15 C,,30.19607843137255,18,-1,,,,,,,
CMYK,PANTONE P 78-16 C,,26.666666666666668,16,0,,,,,,,
CMYK,PANTONE P 79-1 C,,72.94117647058823,10,1,,,,,,,
CMYK,PANTONE P 79-2 C,,69.01960784313725,12,1,,,,,,,
CMYK,PANTONE P 79-3 C,,65.49019607843137,14,1,,,,,,,
CMYK,PANTONE P 79-4 C,,61.568627450980394,16,1,,,,,,,
CMYK,PANTONE P 79-5 C,,58.43137254901961,17,1,,,,,,,
CMYK,PANTONE P 79-6 C,,55.294117647058826,20,1,,,,,,,
CMYK,PANTONE P 79-7 C,,52.156862745098046,22,1,,,,,,,
CMYK,PANTONE P 79-8 C,,49.80392156862745,23,1,,,,,,,
CMYK,PANTONE P 79-9 C,,49.411764705882355,19,1,,,,,,,
CMYK,PANTONE P 79-10 C,,46.666666666666664,19,1,,,,,,,
CMYK,PANTONE P 79-11 C,,44.70588235294118,19,0,,,,,,,
CMYK,PANTONE P 79-12 C,,42.35294117647059,18,0,,,,,,,
CMYK,PANTONE P 79-13 C,,39.6078431372549,17,0,,,,,,,
CMYK,PANTONE P 79-14 C,,36.470588235294116,15,0,,,,,,,
CMYK,PANTONE P 79-15 C,,33.33333333333333,14,0,,,,,,,
CMYK,PANTONE P 79-16 C,,30.58823529411765,12,1,,,,,,,
CMYK,PANTONE P 80-1 C,,79.6078431372549,19,-5,,,,,,,
CMYK,PANTONE P 80-2 C,,74.50980392156863,25,-7,,,,,,,
CMYK,PANTONE P 80-3 C,,70.19607843137254,30,-7,,,,,,,
CMYK,PANTONE P 80-4 C,,64.70588235294117,38,-7,,,,,,,
CMYK,PANTONE P 80-5 C,,58.82352941176471,46,-7,,,,,,,
CMYK,PANTONE P 80-6 C,,53.333333333333336,54,-8,,,,,,,
CMYK,PANTONE P 80-7 C,,48.627450980392155,62,-8,,,,,,,
CMYK,PANTONE P 80-8 C,,45.88235294117647,67,-7,,,,,,,
CMYK,PANTONE P 80-9 C,,70.58823529411765,26,-7,,,,,,,
CMYK,PANTONE P 80-10 C,,66.27450980392156,31,-8,,,,,,,
CMYK,PANTONE P 80-11 C,,62.745098039215684,34,-8,,,,,,,
CMYK,PANTONE P 80-12 C,,58.03921568627452,40,-8,,,,,,,
CMYK,PANTONE P 80-13 C,,52.54901960784314,47,-8,,,,,,,
CMYK,PANTONE P 80-14 C,,48.23529411764706,52,-8,,,,,,,
CMYK,PANTONE P 80-15 C,,43.529411764705884,60,-8,,,,,,,
CMYK,PANTONE P 80-16 C,,41.96078431372549,61,-8,,,,,,,
