library,code,name,Lab_L,Lab_a,Lab_b,C,M,Y,K,R,G,B
Metallic Coated,PANTONE 10438 C,,56.07843137254902,-32,15,,,,,,,
Metallic Coated,PANTONE 10439 C,,55.294117647058826,-31,4,,,,,,,
Metallic Coated,PANTONE 10440 C,,50.19607843137255,-30,-15,,,,,,,
Metallic Coated,PANTONE 10441 C,,38.03921568627451,-23,-15,,,,,,,
Metallic Coated,PANTONE 10442 C,,36.07843137254902,-11,-9,,,,,,,
Metallic Coated,PANTONE 10292 C,,65.49019607843137,-16,-3,,,,,,,
Metallic Coated,PANTONE 10293 C,,63.921568627450974,-22,-3,,,,,,,
Metallic Coated,PANTONE 10294 C,,61.568627450980394,-28,-4,,,,,,,
Metallic Coated,PANTONE 10295 C,,59.6078431372549,-35,-3,,,,,,,
Metallic Coated,PANTONE 10296 C,,58.03921568627452,-42,-3,,,,,,,
Metallic Coated,PANTONE 10297 C,,56.470588235294116,-49,-3,,,,,,,
Metallic Coated,PANTONE 10298 C,,63.921568627450974,-15,9,,,,,,,
Metallic Coated,PANTONE 10299 C,,61.1764705882353,-20,12,,,,,,,
Metallic Coated,PANTONE 10300 C,,58.43137254901961,-25,15,,,,,,,
Metallic Coated,PANTONE 10301 C,,56.07843137254902,-30,18,,,,,,,
Metallic Coated,PANTONE 10302 C,,53.72549019607843,-35,21,,,,,,,
Metallic Coated,PANTONE 10303 C,,50.588235294117645,-42,24,,,,,,,
Metallic Coated,PANTONE 10304 C,,64.70588235294117,-14,14,,,,,,,
Metallic Coated,PANTONE 10305 C,,62.35294117647059,-18,19,,,,,,,
Metallic Coated,PANTONE 10306 C,,60.0,-23,23,,,,,,,
Metallic Coated,PANTONE 10307 C,,57.647058823529406,-28,27,,,,,,,
Metallic Coated,PANTONE 10308 C,,55.68627450980392,-33,30,,,,,,,
Metallic Coated,PANTONE 10309 C,,52.94117647058824,-39,33,,,,,,,
Metallic Coated,PANTONE 10310 C,,64.70588235294117,-6,4,,,,,,,
Metallic Coated,PANTONE 10311 C,,60.3921568627451,-8,7,,,,,,,
Metallic Coated,PANTONE 10312 C,,56.07843137254902,-11,10,,,,,,,
Metallic Coated,PANTONE 10313 C,,52.156862745098046,-12,12,,,,,,,
Metallic Coated,PANTONE 10314 C,,47.84313725490196,-14,13,,,,,,,
Metallic Coated,PANTONE 10315 C,,43.529411764705884,-16,14,,,,,,,
Metallic Coated,PANTONE 10316 C,,66.66666666666666,-13,19,,,,,,,
Metallic Coated,PANTONE 10317 C,,65.49019607843137,-18,26,,,,,,,
Metallic Coated,PANTONE 10318 C,,63.921568627450974,-23,32,,,,,,,
Metallic Coated,PANTONE 10319 C,,62.745098039215684,-28,37,,,,,,,
Metallic Coated,PANTONE 10320 C,,61.568627450980394,-33,43,,,,,,,
Metallic Coated,PANTONE 10321 C,,60.3921568627451,-39,49,,,,,,,
Metallic Coated,PANTONE 10322 C,,67.84313725490196,-10,25,,,,,,,
Metallic Coated,PANTONE 10323 C,,66.66666666666666,-13,34,,,,,,,
Metallic Coated,PANTONE 10324 C,,66.66666666666666,-15,42,,,,,,,
Metallic Coated,PANTONE 10325 C,,65.49019607843137,-18,48,,,,,,,
Metallic Coated,PANTONE 10326 C,,65.09803921568627,-22,55,,,,,,,
Metallic Coated,PANTONE 10327 C,,65.49019607843137,-26,62,,,,,,,
Metallic Coated,PANTONE 10328 C,,63.52941176470588,-8,17,,,,,,,
Metallic Coated,PANTONE 10329 C,,60.3921568627451,-10,21,,,,,,,
Metallic Coated,PANTONE 10330 C,,57.25490196078431,-12,25,,,,,,,
Metallic Coated,PANTONE 10331 C,,53.72549019607843,-13,28,,,,,,,
Metallic Coated,PANTONE 10332 C,,50.588235294117645,-14,31,,,,,,,
Metallic Coated,PANTONE 10333 C,,46.27450980392157,-16,32,,,,,,,
Metallic Coated,PANTONE 10334 C,,62.745098039215684,-2,11,,,,,,,
Metallic Coated,PANTONE 10335 C,,59.21568627450981,-3,16,,,,,,,
Metallic Coated,PANTONE 10336 C,,56.07843137254902,-3,19,,,,,,,
Metallic Coated,PANTONE 10337 C,,52.156862745098046,-4,22,,,,,,,
Metallic Coated,PANTONE 10338 C,,48.627450980392155,-4,25,,,,,,,
Metallic Coated,PANTONE 10339 C,,44.31372549019608,-5,27,,,,,,,
Metallic Coated,PANTONE 10340 C,,62.35294117647059,0,14,,,,,,,
Metallic Coated,PANTONE 10341 C,,59.21568627450981,1,19,,,,,,,
Metallic Coated,PANTONE 10342 C,,55.68627450980392,1,23,,,,,,,
Metallic Coated,PANTONE 10343 C,,52.156862745098046,1,26,,,,,,,
Metallic Coated,PANTONE 10344 C,,48.23529411764706,1,29,,,,,,,
Metallic Coated,PANTONE 10345 C,,44.31372549019608,1,31,,,,,,,
Metallic Coated,PANTONE 10346 C,,62.35294117647059,3,15,,,,,,,
Metallic Coated,PANTONE 10347 C,,59.21568627450981,4,20,,,,,,,
Metallic Coated,PANTONE 10348 C,,56.470588235294116,5,24,,,,,,,
Metallic Coated,PANTONE 10349 C,,53.333333333333336,6,27,,,,,,,
Metallic Coated,PANTONE 10350 C,,49.80392156862745,6,30,,,,,,,
Metallic Coated,PANTONE 10351 C,,46.666666666666664,7,34,,,,,,,
Metallic Coated,PANTONE 10352 C,,65.88235294117646,2,10,,,,,,,
Metallic Coated,PANTONE 10353 C,,62.35294117647059,4,17,,,,,,,
Metallic Coated,PANTONE 10354 C,,59.21568627450981,6,23,,,,,,,
Metallic Coated,PANTONE 10355 C,,55.68627450980392,7,28,,,,,,,
Metallic Coated,PANTONE 10356 C,,52.54901960784314,9,32,,,,,,,
Metallic Coated,PANTONE 10357 C,,49.01960784313725,9,35,,,,,,,
Metallic Coated,PANTONE 10358 C,,61.1764705882353,4,14,,,,,,,
Metallic Coated,PANTONE 10359 C,,57.25490196078431,5,19,,,,,,,
Metallic Coated,PANTONE 10360 C,,53.72549019607843,7,23,,,,,,,
Metallic Coated,PANTONE 10361 C,,49.80392156862745,8,26,,,,,,,
Metallic Coated,PANTONE 10362 C,,45.490196078431374,10,28,,,,,,,
Metallic Coated,PANTONE 10363 C,,41.568627450980394,10,29,,,,,,,
Metallic Coated,PANTONE 10364 C,,63.921568627450974,4,11,,,,,,,
Metallic Coated,PANTONE 10365 C,,59.6078431372549,8,18,,,,,,,
Metallic Coated,PANTONE 10366 C,,55.294117647058826,12,23,,,,,,,
Metallic Coated,PANTONE 10367 C,,51.37254901960784,14,27,,,,,,,
Metallic Coated,PANTONE 10368 C,,47.05882352941176,16,30,,,,,,,
Metallic Coated,PANTONE 10369 C,,43.13725490196079,18,31,,,,,,,
Metallic Coated,PANTONE 10370 C,,63.13725490196078,2,6,,,,,,,
Metallic Coated,PANTONE 10371 C,,58.03921568627452,4,9,,,,,,,
Metallic Coated,PANTONE 10372 C,,53.333333333333336,5,12,,,,,,,
Metallic Coated,PANTONE 10373 C,,48.627450980392155,7,14,,,,,,,
Metallic Coated,PANTONE 10374 C,,43.529411764705884,8,16,,,,,,,
Metallic Coated,PANTONE 10375 C,,38.82352941176471,8,17,,,,,,,
Metallic Coated,PANTONE 10376 C,,58.43137254901961,3,5,,,,,,,
Metallic Coated,PANTONE 10377 C,,53.333333333333336,4,7,,,,,,,
Metallic Coated,PANTONE 10378 C,,48.23529411764706,5,9,,,,,,,
Metallic Coated,PANTONE 10379 C,,43.92156862745098,6,10,,,,,,,
Metallic Coated,PANTONE 10380 C,,39.21568627450981,7,11,,,,,,,
Metallic Coated,PANTONE 10381 C,,34.11764705882353,7,11,,,,,,,
Metallic Coated,PANTONE 10443 C,,60.78431372549019,16,14,,,,,,,
Metallic Coated,PANTONE 10444 C,,53.333333333333336,12,7,,,,,,,
Metallic Coated,PANTONE 10445 C,,55.68627450980392,9,7,,,,,,,
Metallic Coated,PANTONE 10446 C,,58.43137254901961,6,4,,,,,,,
Metallic Coated,PANTONE 10447 C,,53.72549019607843,5,2,,,,,,,
Metallic Coated,PANTONE 10448 C,,60.0,2,1,,,,,,,
Metallic Coated,PANTONE 10382 C,,60.0,2,-1,,,,,,,
Metallic Coated,PANTONE 10383 C,,52.94117647058824,3,-1,,,,,,,
Metallic Coated,PANTONE 10384 C,,46.666666666666664,4,-1,,,,,,,
Metallic Coated,PANTONE 10385 C,,40.3921568627451,4,0,,,,,,,
Metallic Coated,PANTONE 10386 C,,34.90196078431372,4,0,,,,,,,
Metallic Coated,PANTONE 10387 C,,29.411764705882355,4,0,,,,,,,
Metallic Coated,PANTONE 10449 C,,74.90196078431373,-2,2,,,,,,,
Metallic Coated,PANTONE 10450 C,,70.19607843137254,-1,-1,,,,,,,
Metallic Coated,PANTONE 10451 C,,48.23529411764706,-1,1,,,,,,,
Metallic Coated,PANTONE 10452 C,,41.96078431372549,0,-3,,,,,,,
Metallic Coated,PANTONE 10453 C,,38.03921568627451,-2,-4,,,,,,,
Metallic Coated,PANTONE 10454 C,,31.372549019607842,-1,-1,,,,,,,
Metallic Coated,PANTONE 10388 C,,59.21568627450981,-1,-3,,,,,,,
Metallic Coated,PANTONE 10389 C,,52.94117647058824,-2,-4,,,,,,,
Metallic Coated,PANTONE 10390 C,,47.05882352941176,-2,-4,,,,,,,
Metallic Coated,PANTONE 10391 C,,40.3921568627451,-2,-4,,,,,,,
Metallic Coated,PANTONE 10392 C,,34.90196078431372,-2,-4,,,,,,,
Metallic Coated,PANTONE 10393 C,,29.411764705882355,-2,-4,,,,,,,
Metallic Coated,PANTONE 10394 C,,51.76470588235295,0,1,,,,,,,
Metallic Coated,PANTONE 10395 C,,45.490196078431374,0,2,,,,,,,
Metallic Coated,PANTONE 10396 C,,38.82352941176471,0,2,,,,,,,
Metallic Coated,PANTONE 10397 C,,32.94117647058823,0,2,,,,,,,
Metallic Coated,PANTONE 10398 C,,27.058823529411764,0,2,,,,,,,
Metallic Coated,PANTONE 10399 C,,21.568627450980394,0,1,,,,,,,
Metallic Coated,PANTONE 871 C,,50.588235294117645,3,26,,,,,,,
Metallic Coated,PANTONE 872 C,,49.80392156862745,5,25,,,,,,,
Metallic Coated,PANTONE 873 C,,49.411764705882355,7,24,,,,,,,
Metallic Coated,PANTONE 874 C,,47.84313725490196,8,22,,,,,,,
Metallic Coated,PANTONE 875 C,,47.84313725490196,11,19,,,,,,,
Metallic Coated,PANTONE 876 C,,47.05882352941176,15,21,,,,,,,
Metallic Coated,PANTONE 877 C,,59.6078431372549,-1,-2,,,,,,,
Metallic Coated,PANTONE 8001 C,,57.647058823529406,0,1,,,,,,,
Metallic Coated,PANTONE 8002 C,,55.68627450980392,1,5,,,,,,,
Metallic Coated,PANTONE 8003 C,,54.11764705882353,2,7,,,,,,,
Metallic Coated,PANTONE 8004 C,,52.156862745098046,4,11,,,,,,,
Metallic Coated,PANTONE 8005 C,,49.411764705882355,6,16,,,,,,,
Metallic Coated,PANTONE 8006 C,,49.411764705882355,7,18,,,,,,,
Metallic Coated,PANTONE 8020 C,,58.03921568627452,5,10,,,,,,,
Metallic Coated,PANTONE 8021 C,,56.470588235294116,10,14,,,,,,,
Metallic Coated,PANTONE 8022 C,,53.72549019607843,19,25,,,,,,,
Metallic Coated,PANTONE 8023 C,,50.19607843137255,26,32,,,,,,,
Metallic Coated,PANTONE 8024 C,,48.627450980392155,32,41,,,,,,,
Metallic Coated,PANTONE 8025 C,,45.88235294117647,35,43,,,,,,,
Metallic Coated,PANTONE 8040 C,,60.0,1,2,,,,,,,
Metallic Coated,PANTONE 8041 C,,56.86274509803921,8,8,,,,,,,
Metallic Coated,PANTONE 8042 C,,54.90196078431373,13,11,,,,,,,
Metallic Coated,PANTONE 8043 C,,52.54901960784314,21,18,,,,,,,
Metallic Coated,PANTONE 8044 C,,48.627450980392155,28,26,,,,,,,
Metallic Coated,PANTONE 8045 C,,46.27450980392157,30,29,,,,,,,
Metallic Coated,PANTONE 8060 C,,57.647058823529406,8,-1,,,,,,,
Metallic Coated,PANTONE 8061 C,,54.509803921568626,15,0,,,,,,,
Metallic Coated,PANTONE 8062 C,,51.76470588235295,22,2,,,,,,,
Metallic Coated,PANTONE 8063 C,,49.01960784313725,30,6,,,,,,,
Metallic Coated,PANTONE 8064 C,,47.45098039215686,30,10,,,,,,,
Metallic Coated,PANTONE 8065 C,,45.09803921568628,32,14,,,,,,,
Metallic Coated,PANTONE 8080 C,,58.43137254901961,6,-5,,,,,,,
Metallic Coated,PANTONE 8081 C,,52.54901960784314,20,-10,,,,,,,
Metallic Coated,PANTONE 8082 C,,49.411764705882355,28,-12,,,,,,,
Metallic Coated,PANTONE 8083 C,,45.88235294117647,39,-14,,,,,,,
Metallic Coated,PANTONE 8084 C,,42.35294117647059,48,-8,,,,,,,
Metallic Coated,PANTONE 8085 C,,39.6078431372549,51,-2,,,,,,,
Metallic Coated,PANTONE 8100 C,,55.294117647058826,11,-10,,,,,,,
Metallic Coated,PANTONE 8101 C,,50.98039215686274,20,-15,,,,,,,
Metallic Coated,PANTONE 8102 C,,47.45098039215686,27,-18,,,,,,,
Metallic Coated,PANTONE 8103 C,,43.13725490196079,37,-22,,,,,,,
Metallic Coated,PANTONE 8104 C,,40.0,45,-18,,,,,,,
Metallic Coated,PANTONE 8105 C,,36.07843137254902,47,-12,,,,,,,
Metallic Coated,PANTONE 8120 C,,57.647058823529406,5,-8,,,,,,,
Metallic Coated,PANTONE 8121 C,,54.509803921568626,10,-12,,,,,,,
Metallic Coated,PANTONE 8122 C,,49.411764705882355,18,-17,,,,,,,
Metallic Coated,PANTONE 8123 C,,45.490196078431374,28,-24,,,,,,,
Metallic Coated,PANTONE 8124 C,,41.96078431372549,34,-19,,,,,,,
Metallic Coated,PANTONE 8125 C,,39.21568627450981,34,-15,,,,,,,
Metallic Coated,PANTONE 8140 C,,53.72549019607843,8,-13,,,,,,,
Metallic Coated,PANTONE 8141 C,,49.80392156862745,12,-19,,,,,,,
Metallic Coated,PANTONE 8142 C,,44.70588235294118,19,-27,,,,,,,
Metallic Coated,PANTONE 8143 C,,39.6078431372549,25,-33,,,,,,,
Metallic Coated,PANTONE 8144 C,,39.6078431372549,23,-23,,,,,,,
Metallic Coated,PANTONE 8145 C,,36.07843137254902,24,-20,,,,,,,
Metallic Coated,PANTONE 8160 C,,58.03921568627452,1,-8,,,,,,,
Metallic Coated,PANTONE 8161 C,,53.72549019607843,4,-14,,,,,,,
Metallic Coated,PANTONE 8162 C,,44.31372549019608,11,-29,,,,,,,
Metallic Coated,PANTONE 8163 C,,39.21568627450981,17,-38,,,,,,,
Metallic Coated,PANTONE 8164 C,,36.07843137254902,19,-37,,,,,,,
Metallic Coated,PANTONE 8165 C,,32.549019607843135,21,-37,,,,,,,
Metallic Coated,PANTONE 8180 C,,59.21568627450981,-3,-7,,,,,,,
Metallic Coated,PANTONE 8181 C,,52.156862745098046,-3,-19,,,,,,,
Metallic Coated,PANTONE 8182 C,,46.666666666666664,-2,-29,,,,,,,
Metallic Coated,PANTONE 8183 C,,41.17647058823529,0,-39,,,,,,,
Metallic Coated,PANTONE 8184 C,,35.68627450980392,0,-39,,,,,,,
Metallic Coated,PANTONE 8185 C,,32.15686274509804,0,-36,,,,,,,
Metallic Coated,PANTONE 8200 C,,57.647058823529406,-7,-10,,,,,,,
Metallic Coated,PANTONE 8201 C,,54.509803921568626,-9,-15,,,,,,,
Metallic Coated,PANTONE 8202 C,,51.37254901960784,-12,-22,,,,,,,
Metallic Coated,PANTONE 8203 C,,47.05882352941176,-15,-30,,,,,,,
Metallic Coated,PANTONE 8204 C,,45.88235294117647,-15,-21,,,,,,,
Metallic Coated,PANTONE 8205 C,,43.13725490196079,-15,-18,,,,,,,
Metallic Coated,PANTONE 8220 C,,57.25490196078431,-8,-10,,,,,,,
Metallic Coated,PANTONE 8221 C,,55.294117647058826,-12,-15,,,,,,,
Metallic Coated,PANTONE 8222 C,,53.333333333333336,-17,-21,,,,,,,
Metallic Coated,PANTONE 8223 C,,49.80392156862745,-21,-26,,,,,,,
Metallic Coated,PANTONE 8224 C,,44.31372549019608,-25,-23,,,,,,,
Metallic Coated,PANTONE 8225 C,,40.78431372549019,-24,-20,,,,,,,
Metallic Coated,PANTONE 8240 C,,59.6078431372549,-5,-5,,,,,,,
Metallic Coated,PANTONE 8241 C,,55.68627450980392,-13,-11,,,,,,,
Metallic Coated,PANTONE 8242 C,,54.11764705882353,-19,-15,,,,,,,
Metallic Coated,PANTONE 8243 C,,51.37254901960784,-24,-19,,,,,,,
Metallic Coated,PANTONE 8244 C,,48.627450980392155,-22,-11,,,,,,,
Metallic Coated,PANTONE 8245 C,,46.27450980392157,-23,-9,,,,,,,
Metallic Coated,PANTONE 8260 C,,57.647058823529406,-9,-5,,,,,,,
Metallic Coated,PANTONE 8261 C,,56.07843137254902,-13,-7,,,,,,,
Metallic Coated,PANTONE 8262 C,,52.94117647058824,-19,-9,,,,,,,
Metallic Coated,PANTONE 8263 C,,49.80392156862745,-26,-10,,,,,,,
Metallic Coated,PANTONE 8264 C,,45.490196078431374,-27,-6,,,,,,,
Metallic Coated,PANTONE 8265 C,,40.78431372549019,-28,-3,,,,,,,
Metallic Coated,PANTONE 8280 C,,60.0,-9,-3,,,,,,,
Metallic Coated,PANTONE 8281 C,,58.43137254901961,-15,-4,,,,,,,
Metallic Coated,PANTONE 8282 C,,57.25490196078431,-21,-4,,,,,,,
Metallic Coated,PANTONE 8283 C,,56.470588235294116,-30,-5,,,,,,,
Metallic Coated,PANTONE 8284 C,,54.11764705882353,-24,1,,,,,,,
Metallic Coated,PANTONE 8285 C,,52.54901960784314,-27,5,,,,,,,
Metallic Coated,PANTONE 8300 C,,60.0,-9,2,,,,,,,
Metallic Coated,PANTONE 8301 C,,58.82352941176471,-15,5,,,,,,,
Metallic Coated,PANTONE 8302 C,,58.03921568627452,-22,8,,,,,,,
Metallic Coated,PANTONE 8303 C,,56.470588235294116,-30,12,,,,,,,
Metallic Coated,PANTONE 8304 C,,54.11764705882353,-24,15,,,,,,,
Metallic Coated,PANTONE 8305 C,,51.37254901960784,-24,18,,,,,,,
Metallic Coated,PANTONE 8320 C,,60.78431372549019,-5,3,,,,,,,
Metallic Coated,PANTONE 8321 C,,59.6078431372549,-13,13,,,,,,,
Metallic Coated,PANTONE 8322 C,,59.21568627450981,-18,19,,,,,,,
Metallic Coated,PANTONE 8323 C,,58.43137254901961,-26,27,,,,,,,
Metallic Coated,PANTONE 8324 C,,58.03921568627452,-20,28,,,,,,,
Metallic Coated,PANTONE 8325 C,,54.509803921568626,-19,31,,,,,,,
Metallic Coated,PANTONE 8340 C,,60.78431372549019,-6,12,,,,,,,
Metallic Coated,PANTONE 8341 C,,60.78431372549019,-9,19,,,,,,,
Metallic Coated,PANTONE 8342 C,,61.568627450980394,-13,28,,,,,,,
Metallic Coated,PANTONE 8343 C,,60.78431372549019,-17,37,,,,,,,
Metallic Coated,PANTONE 8344 C,,58.82352941176471,-17,46,,,,,,,
Metallic Coated,PANTONE 8345 C,,56.470588235294116,-15,50,,,,,,,
Metallic Coated,PANTONE 8360 C,,61.1764705882353,-5,15,,,,,,,
Metallic Coated,PANTONE 8361 C,,61.568627450980394,-6,24,,,,,,,
Metallic Coated,PANTONE 8362 C,,62.35294117647059,-6,34,,,,,,,
Metallic Coated,PANTONE 8363 C,,63.52941176470588,-6,47,,,,,,,
Metallic Coated,PANTONE 8364 C,,60.78431372549019,-2,44,,,,,,,
Metallic Coated,PANTONE 8365 C,,59.6078431372549,0,48,,,,,,,
Metallic Coated,PANTONE 8380 C,,60.3921568627451,-2,6,,,,,,,
Metallic Coated,PANTONE 8381 C,,60.3921568627451,-1,14,,,,,,,
Metallic Coated,PANTONE 8382 C,,60.0,0,22,,,,,,,
Metallic Coated,PANTONE 8383 C,,59.6078431372549,3,29,,,,,,,
Metallic Coated,PANTONE 8384 C,,57.25490196078431,8,41,,,,,,,
Metallic Coated,PANTONE 8385 C,,55.68627450980392,10,45,,,,,,,
Metallic Coated,PANTONE 8400 C,,56.07843137254902,-1,-1,,,,,,,
Metallic Coated,PANTONE 8401 C,,52.94117647058824,0,0,,,,,,,
Metallic Coated,PANTONE 8402 C,,46.27450980392157,0,0,,,,,,,
Metallic Coated,PANTONE 8403 C,,40.0,0,1,,,,,,,
Metallic Coated,PANTONE 8404 C,,33.33333333333333,1,4,,,,,,,
Metallic Coated,PANTONE 8405 C,,29.411764705882355,2,5,,,,,,,
Metallic Coated,PANTONE 8420 C,,58.82352941176471,1,0,,,,,,,
Metallic Coated,PANTONE 8421 C,,53.333333333333336,0,0,,,,,,,
Metallic Coated,PANTONE 8422 C,,47.84313725490196,1,0,,,,,,,
Metallic Coated,PANTONE 8423 C,,41.17647058823529,3,1,,,,,,,
Metallic Coated,PANTONE 8424 C,,36.86274509803922,5,5,,,,,,,
Metallic Coated,PANTONE 8425 C,,34.11764705882353,6,6,,,,,,,
Metallic Coated,PANTONE 8440 C,,56.86274509803921,8,2,,,,,,,
Metallic Coated,PANTONE 8441 C,,55.294117647058826,15,6,,,,,,,
Metallic Coated,PANTONE 8442 C,,52.54901960784314,22,9,,,,,,,
Metallic Coated,PANTONE 8443 C,,49.80392156862745,31,15,,,,,,,
Metallic Coated,PANTONE 8444 C,,47.45098039215686,38,23,,,,,,,
Metallic Coated,PANTONE 8445 C,,45.09803921568628,40,27,,,,,,,
Metallic Coated,PANTONE 8460 C,,58.03921568627452,2,-3,,,,,,,
Metallic Coated,PANTONE 8461 C,,52.94117647058824,6,-4,,,,,,,
Metallic Coated,PANTONE 8462 C,,49.411764705882355,8,-4,,,,,,,
Metallic Coated,PANTONE 8463 C,,44.31372549019608,11,-5,,,,,,,
Metallic Coated,PANTONE 8464 C,,37.64705882352941,18,-2,,,,,,,
Metallic Coated,PANTONE 8465 C,,35.68627450980392,19,1,,,,,,,
Metallic Coated,PANTONE 8480 C,,40.0,-9,-16,,,,,,,
Metallic Coated,PANTONE 8481 C,,39.6078431372549,-2,-16,,,,,,,
Metallic Coated,PANTONE 8482 C,,34.11764705882353,-8,-20,,,,,,,
Metallic Coated,PANTONE 8483 C,,26.666666666666668,-6,-27,,,,,,,
Metallic Coated,PANTONE 8484 C,,32.94117647058823,-7,-30,,,,,,,
Metallic Coated,PANTONE 8485 C,,37.254901960784316,-7,-32,,,,,,,
Metallic Coated,PANTONE 8500 C,,52.54901960784314,-7,-1,,,,,,,
Metallic Coated,PANTONE 8501 C,,47.05882352941176,-14,3,,,,,,,
Metallic Coated,PANTONE 8502 C,,38.82352941176471,-11,-8,,,,,,,
Metallic Coated,PANTONE 8503 C,,23.92156862745098,-6,-7,,,,,,,
Metallic Coated,PANTONE 8504 C,,30.980392156862745,-8,-14,,,,,,,
Metallic Coated,PANTONE 8505 C,,34.11764705882353,-8,-14,,,,,,,
Metallic Coated,PANTONE 8520 C,,49.01960784313725,-3,14,,,,,,,
Metallic Coated,PANTONE 8521 C,,34.509803921568626,-4,9,,,,,,,
Metallic Coated,PANTONE 8522 C,,29.411764705882355,-7,4,,,,,,,
Metallic Coated,PANTONE 8523 C,,23.52941176470588,-7,2,,,,,,,
Metallic Coated,PANTONE 8524 C,,29.01960784313726,-10,-3,,,,,,,
Metallic Coated,PANTONE 8525 C,,32.15686274509804,-10,-5,,,,,,,
Metallic Coated,PANTONE 8540 C,,39.21568627450981,27,9,,,,,,,
Metallic Coated,PANTONE 8541 C,,33.33333333333333,21,5,,,,,,,
Metallic Coated,PANTONE 8542 C,,26.666666666666668,25,6,,,,,,,
Metallic Coated,PANTONE 8543 C,,26.27450980392157,22,-3,,,,,,,
Metallic Coated,PANTONE 8544 C,,29.80392156862745,22,-7,,,,,,,
Metallic Coated,PANTONE 8545 C,,30.58823529411765,20,-8,,,,,,,
Metallic Coated,PANTONE 8560 C,,37.254901960784316,19,18,,,,,,,
Metallic Coated,PANTONE 8561 C,,34.90196078431372,23,11,,,,,,,
Metallic Coated,PANTONE 8562 C,,32.15686274509804,25,7,,,,,,,
Metallic Coated,PANTONE 8563 C,,34.11764705882353,20,12,,,,,,,
Metallic Coated,PANTONE 8564 C,,37.254901960784316,19,8,,,,,,,
Metallic Coated,PANTONE 8565 C,,37.64705882352941,17,6,,,,,,,
Metallic Coated,PANTONE 8580 C,,49.01960784313725,13,34,,,,,,,
Metallic Coated,PANTONE 8581 C,,41.96078431372549,14,30,,,,,,,
Metallic Coated,PANTONE 8582 C,,39.21568627450981,15,30,,,,,,,
Metallic Coated,PANTONE 8583 C,,32.94117647058823,16,30,,,,,,,
Metallic Coated,PANTONE 8584 C,,34.11764705882353,14,26,,,,,,,
Metallic Coated,PANTONE 8585 C,,36.86274509803922,12,24,,,,,,,
Metallic Coated,PANTONE 8600 C,,36.86274509803922,2,2,,,,,,,
Metallic Coated,PANTONE 8601 C,,29.411764705882355,3,2,,,,,,,
Metallic Coated,PANTONE 8602 C,,24.705882352941178,2,-3,,,,,,,
Metallic Coated,PANTONE 8603 C,,20.0,1,-7,,,,,,,
Metallic Coated,PANTONE 8604 C,,23.92156862745098,0,-11,,,,,,,
Metallic Coated,PANTONE 8605 C,,27.84313725490196,-1,-12,,,,,,,
Metallic Coated,PANTONE 8620 C,,41.17647058823529,8,20,,,,,,,
Metallic Coated,PANTONE 8621 C,,34.11764705882353,7,15,,,,,,,
Metallic Coated,PANTONE 8622 C,,29.411764705882355,5,12,,,,,,,
Metallic Coated,PANTONE 8623 C,,25.098039215686274,3,6,,,,,,,
Metallic Coated,PANTONE 8624 C,,25.882352941176475,2,4,,,,,,,
Metallic Coated,PANTONE 8625 C,,27.450980392156865,1,3,,,,,,,
Metallic Coated,PANTONE 8640 C,,54.11764705882353,7,45,,,,,,,
Metallic Coated,PANTONE 8641 C,,58.03921568627452,6,54,,,,,,,
Metallic Coated,PANTONE 8642 C,,59.6078431372549,6,61,,,,,,,
Metallic Coated,PANTONE 8643 C,,59.21568627450981,6,65,,,,,,,
Metallic Coated,PANTONE 8644 C,,61.1764705882353,1,61,,,,,,,
Metallic Coated,PANTONE 8645 C,,61.568627450980394,-2,54,,,,,,,
Metallic Coated,PANTONE 8660 C,,51.37254901960784,3,40,,,,,,,
Metallic Coated,PANTONE 8661 C,,51.76470588235295,-3,50,,,,,,,
Metallic Coated,PANTONE 8662 C,,52.94117647058824,-7,51,,,,,,,
Metallic Coated,PANTONE 8663 C,,53.333333333333336,-13,55,,,,,,,
Metallic Coated,PANTONE 8664 C,,57.25490196078431,-15,50,,,,,,,
Metallic Coated,PANTONE 8665 C,,58.03921568627452,-16,45,,,,,,,
Metallic Coated,PANTONE 8680 C,,47.84313725490196,-2,30,,,,,,,
Metallic Coated,PANTONE 8681 C,,50.19607843137255,-10,38,,,,,,,
Metallic Coated,PANTONE 8682 C,,49.80392156862745,-18,41,,,,,,,
Metallic Coated,PANTONE 8683 C,,51.76470588235295,-28,44,,,,,,,
Metallic Coated,PANTONE 8684 C,,51.76470588235295,-27,39,,,,,,,
Metallic Coated,PANTONE 8685 C,,53.72549019607843,-27,34,,,,,,,
Metallic Coated,PANTONE 8700 C,,47.45098039215686,-7,21,,,,,,,
Metallic Coated,PANTONE 8701 C,,47.84313725490196,-14,27,,,,,,,
Metallic Coated,PANTONE 8702 C,,47.84313725490196,-23,28,,,,,,,
Metallic Coated,PANTONE 8703 C,,47.84313725490196,-33,29,,,,,,,
Metallic Coated,PANTONE 8704 C,,50.98039215686274,-33,23,,,,,,,
Metallic Coated,PANTONE 8705 C,,52.54901960784314,-32,19,,,,,,,
Metallic Coated,PANTONE 8720 C,,43.13725490196079,-17,9,,,,,,,
Metallic Coated,PANTONE 8721 C,,45.490196078431374,-18,13,,,,,,,
Metallic Coated,PANTONE 8722 C,,43.529411764705884,-26,8,,,,,,,
Metallic Coated,PANTONE 8723 C,,46.666666666666664,-36,9,,,,,,,
